ID;NOEUD;VOIE;PK;TYPE
6774;4782;2432;9570;Amont
6775;4783;2433;9508;Aval
6776;4784;2433;9626;Amont
6777;4785;2434;9695;Aval
6778;4786;2434;9820;Amont
6779;4787;2435;9663;Aval
6780;4788;2435;9752;Amont
6781;4789;2436;9772;Aval
6782;4790;2436;9818;Amont
6783;4791;2437;10300;Aval
6784;4792;2437;10360;Amont
6785;4793;2438;10630;Aval
6786;4794;2438;10677;Amont
6787;4795;2439;10721;Aval
6788;4796;2439;10796;Amont
6789;4797;2440;11200;Aval
6790;4798;2440;11250;Amont
6791;4799;2441;11250;Aval
6792;4800;2441;11283;Amont
6793;4801;2442;11638;Aval
6794;4802;2442;11707;Amont
6795;4803;2443;11705;Aval
6796;4804;2443;11741;Amont
6797;4805;2444;11995;Aval
6798;4806;2444;12250;Amont
6799;4807;2445;13230;Aval
6800;4808;2445;13280;Amont
6801;4809;2446;13904;Aval
6802;4810;2446;13984;Amont
6803;4811;2447;13904;Aval
6804;4812;2447;13987;Amont
6805;4813;2448;13988;Aval
6806;4814;2448;14070;Amont
6807;4815;2449;13985;Aval
6808;4816;2449;14085;Amont
6809;4817;2450;14086;Aval
6810;4818;2450;14184;Amont
6811;4819;2451;14190;Aval
6812;4820;2451;14270;Amont
6813;4821;2452;14195;Aval
6814;4822;2452;14321;Amont
6815;4823;2453;14761;Aval
6816;4824;2453;14849;Amont
6817;4825;2454;14790;Aval
6818;4826;2454;14884;Amont
6819;4827;2455;14850;Aval
6820;4828;2455;14940;Amont
6821;4829;2456;14870;Aval
6822;4830;2456;14955;Amont
6823;4831;2457;14885;Aval
6824;4832;2457;15004;Amont
6825;4833;2458;15722;Aval
6826;4834;2458;15820;Amont
6827;4835;2459;15722;Aval
6828;4836;2459;15824;Amont
6829;4837;2460;15825;Aval
6830;4838;2460;15920;Amont
6831;4839;2461;15870;Aval
6832;4840;2461;15935;Amont
6833;4841;2462;23020;Aval
6834;4842;2462;23105;Amont
6835;4843;2463;23015;Aval
6836;4844;2463;23100;Amont
6837;4845;2464;23232;Aval
6838;4846;2464;23450;Amont
6839;4847;2465;26082;Aval
6840;4848;2465;26280;Amont
6841;4849;2466;26095;Aval
6842;4850;2466;26176;Amont
6843;4851;2467;26281;Aval
6844;4852;2467;26350;Amont
6845;4853;2468;26380;Aval
6846;4854;2468;26510;Amont
6847;4855;2469;27140;Aval
6848;4856;2469;27183;Amont
6849;4857;2470;27515;Aval
6850;4858;2470;27575;Amont
6851;4859;2471;33650;Aval
6852;4860;2471;33672;Amont
6853;4861;2472;34730;Aval
6854;4862;2472;34788;Amont
6855;4863;2473;41945;Aval
6856;4864;2473;42000;Amont
6857;4865;2474;55143;Aval
6858;4866;2474;55490;Amont
6859;4867;2475;56110;Aval
6860;4868;2475;56152;Amont
6861;4869;2476;60240;Aval
6862;4870;2476;60320;Amont
6863;4871;2477;60370;Aval
6864;4872;2477;60400;Amont
6865;4873;2478;60384;Aval
6866;4874;2478;60410;Amont
6867;4875;2479;60420;Aval
6868;4876;2479;60500;Amont
6869;4877;2480;60500;Aval
6870;4878;2480;60557;Amont
6871;4879;2481;61370;Aval
6872;4880;2481;61430;Amont
6873;4881;2482;61430;Aval
6874;4882;2482;61471;Amont
6875;4883;2483;62308;Aval
6876;4884;2483;62480;Amont
6877;4885;2484;67718;Aval
6878;4886;2484;67770;Amont
6879;4887;2485;76620;Aval
6880;4888;2485;76750;Amont
6881;4889;2486;77515;Aval
6882;4890;2486;77564;Amont
6883;4891;2487;93209;Aval
6884;4892;2487;93300;Amont
6885;4893;2488;103982;Aval
6886;4894;2488;104030;Amont
6887;4895;2489;104084;Aval
6888;4896;2489;104142;Amont
6889;4897;2490;104926;Aval
6890;4898;2490;104973;Amont
6891;4899;2491;108490;Aval
6892;4900;2491;108518;Amont
6893;4901;2492;109255;Aval
6894;4902;2492;109335;Amont
6895;4903;2493;9467;Aval
6896;4904;2493;9550;Amont
6897;4905;2494;13035;Aval
6898;4906;2494;14135;Amont
6899;4907;2495;3280;Aval
6900;4908;2495;3815;Amont
6901;4909;2496;3190;Aval
6902;4910;2496;3700;Amont
6903;4911;2497;11417;Aval
6904;4912;2497;11932;Amont
6905;4913;2498;9180;Aval
6906;4914;2498;9467;Amont
6907;4915;2499;3280;Aval
6908;4916;2499;3850;Amont
6909;4917;9012;11734;Aval
6910;4918;9012;11886;Amont
6911;4919;9213;9627;Aval
6912;4920;9213;9692;Amont
6913;4921;1325;55736;Aval
6914;4922;1325;57737;Amont
6915;4923;1326;55686;Aval
6916;4924;1326;57737;Amont
6917;4925;1327;55652;Aval
6918;4926;1327;56110;Amont
6919;4927;1328;55600;Aval
6920;4928;1328;56000;Amont
6921;4929;2500;55965;Aval
6922;4930;2500;56080;Amont
6923;4931;2501;55792;Aval
6924;4932;2501;56010;Amont
6925;4933;2502;55830;Aval
6926;4934;2502;56080;Amont
6927;4935;2503;55901;Aval
6928;4936;2503;56150;Amont
6929;4937;2504;56135;Aval
6930;4938;2504;56175;Amont
6931;4939;2505;57270;Aval
6932;4940;2505;57460;Amont
6933;4941;2506;57220;Aval
6934;4942;2506;57385;Amont
6935;4943;2507;57550;Aval
6936;4944;2507;57757;Amont
6937;4945;1329;0;Aval
6938;4946;1329;4860;Amont
6939;4947;210;90090;Aval
6940;4948;210;146926;Amont
6941;4949;211;55385;Aval
6942;4950;211;76189;Amont
6943;4951;212;55400;Aval
6944;4952;212;76179;Amont
6945;4953;2508;90141;Aval
6946;4954;2508;91033;Amont
6947;4955;2509;114740;Aval
6948;4956;2509;115780;Amont
6949;4957;2510;132541;Aval
6950;4958;2510;133405;Amont
6951;4959;2511;55490;Aval
6952;4960;2511;55540;Amont
6953;4961;2512;55540;Aval
6954;4962;2512;55580;Amont
6955;4963;2513;56183;Aval
6956;4964;2513;56370;Amont
6957;4965;2514;56588;Aval
6958;4966;2514;56634;Amont
6959;4967;2515;72575;Aval
6960;4968;2515;72680;Amont
6961;4969;2516;74070;Aval
6962;4970;2516;74140;Amont
6963;4971;213;140695;Aval
6964;4972;213;177940;Amont
6965;4973;214;180715;Aval
6966;4974;214;201185;Amont
6967;4975;9002;200570;Aval
6968;4976;9002;201130;Amont
6969;4977;215;120870;Aval
6970;4978;215;124652;Amont
6971;4979;216;50991;Aval
6972;4980;216;239563;Amont
6973;4981;217;50960;Aval
6974;4982;217;239563;Amont
6975;4983;1330;83900;Aval
6976;4984;1330;84490;Amont
6977;4985;1331;51023;Aval
6978;4986;1331;52610;Amont
6979;4987;1332;50985;Aval
6980;4988;1332;51023;Amont
6981;4989;2517;215180;Aval
6982;4990;2517;215845;Amont
6983;4991;2518;70280;Aval
6984;4992;2518;71364;Amont
6985;4993;2519;83230;Aval
6986;4994;2519;83900;Amont
6987;4995;2520;107377;Aval
6988;4996;2520;108495;Amont
6989;4997;2521;130895;Aval
6990;4998;2521;131623;Amont
6991;4999;2522;152251;Aval
6992;5000;2522;153220;Amont
6993;5001;2523;227932;Aval
6994;5002;2523;228698;Amont
6995;5003;2524;237333;Aval
6996;5004;2524;238235;Amont
6997;5005;2525;70204;Aval
6998;5006;2525;71182;Amont
6999;5007;2526;106744;Aval
7000;5008;2526;107836;Amont
7001;5009;2527;130915;Aval
7002;5010;2527;131692;Amont
7003;5011;2528;152180;Aval
7004;5012;2528;153132;Amont
7005;5013;2529;215180;Aval
7006;5014;2529;215950;Amont
7007;5015;2530;237355;Aval
7008;5016;2530;237695;Amont
7009;5017;2531;83400;Aval
7010;5018;2531;83855;Amont
7011;5019;2532;152806;Aval
7012;5020;2532;153193;Amont
7013;5021;2533;228180;Aval
7014;5022;2533;228646;Amont
7015;5023;2534;130915;Aval
7016;5024;2534;131730;Amont
7017;5025;2535;152636;Aval
7018;5026;2535;153213;Amont
7019;5027;2536;215180;Aval
7020;5028;2536;216005;Amont
7021;5029;2537;83430;Aval
7022;5030;2537;83810;Amont
7023;5031;2538;152806;Aval
7024;5032;2538;153170;Amont
7025;5033;2539;180046;Aval
7026;5034;2539;181107;Amont
7027;5035;2540;228156;Aval
7028;5036;2540;228630;Amont
7029;5037;2541;215276;Aval
7030;5038;2541;215910;Amont
7031;5039;2542;83120;Aval
7032;5040;2542;83950;Amont
7033;5041;2543;215800;Aval
7034;5042;2543;216545;Amont
7035;5043;2544;215170;Aval
7036;5044;2544;215400;Amont
7037;5045;2545;215920;Aval
7038;5046;2545;216490;Amont
7039;5047;2546;215920;Aval
7040;5048;2546;216480;Amont
7041;5049;2547;130730;Aval
7042;5050;2547;131558;Amont
7043;5051;2548;130895;Aval
7044;5052;2548;132040;Amont
7045;5053;2549;131558;Aval
7046;5054;2549;132107;Amont
7047;5055;2550;216490;Aval
7048;5056;2550;216735;Amont
7049;5057;2551;216735;Aval
7050;5058;2551;217620;Amont
7051;5059;2552;132040;Aval
7052;5060;2552;132624;Amont
7053;5061;2553;215775;Aval
7054;5062;2553;216545;Amont
7055;5063;2554;215860;Aval
7056;5064;2554;216410;Amont
7057;5065;2555;237473;Aval
7058;5066;2555;238410;Amont
7059;5067;2556;237247;Aval
7060;5068;2556;238250;Amont
7061;5069;2557;151057;Aval
7062;5070;2557;152251;Amont
7063;5071;2558;215845;Aval
7064;5072;2558;216390;Amont
7065;5073;2559;130636;Aval
7066;5074;2559;132699;Amont
7067;5075;2560;132384;Aval
7068;5076;2560;132835;Amont
7069;5077;2561;132643;Aval
7070;5078;2561;134047;Amont
7071;5079;2562;85244;Aval
7072;5080;2562;86230;Amont
7073;5081;2563;132107;Aval
7074;5082;2563;132384;Amont
7075;5083;2564;50955;Aval
7076;5084;2564;50985;Amont
7077;5085;2565;51023;Aval
7078;5086;2565;51127;Amont
7079;5087;2566;55552;Aval
7080;5088;2566;55615;Amont
7081;5089;2567;61386;Aval
7082;5090;2567;61425;Amont
7083;5091;2568;61794;Aval
7084;5092;2568;61842;Amont
7085;5093;2569;70209;Aval
7086;5094;2569;70275;Amont
7087;5095;2570;71202;Aval
7088;5096;2570;71261;Amont
7089;5097;2571;71377;Aval
7090;5098;2571;71458;Amont
7091;5099;2572;83037;Aval
7092;5100;2572;83101;Amont
7093;5101;2573;83824;Aval
7094;5102;2573;83935;Amont
7095;5103;2574;83950;Aval
7096;5104;2574;83985;Amont
7097;5105;2575;84490;Aval
7098;5106;2575;84555;Amont
7099;5107;2576;84753;Aval
7100;5108;2576;84835;Amont
7101;5109;2577;91681;Aval
7102;5110;2577;91730;Amont
7103;5111;2578;96861;Aval
7104;5112;2578;96915;Amont
7105;5113;2579;97350;Aval
7106;5114;2579;97390;Amont
7107;5115;2580;106655;Aval
7108;5116;2580;106714;Amont
7109;5117;2581;107882;Aval
7110;5118;2581;107934;Amont
7111;5119;2582;123490;Aval
7112;5120;2582;123562;Amont
7113;5121;2583;124630;Aval
7114;5122;2583;124699;Amont
7115;5123;2584;130503;Aval
7116;5124;2584;130600;Amont
7117;5125;2585;130640;Aval
7118;5126;2585;130859;Amont
7119;5127;2586;130903;Aval
7120;5128;2586;131015;Amont
7121;5129;2587;130636;Aval
7122;5130;2587;130895;Amont
7123;5131;2588;130700;Aval
7124;5132;2588;130915;Amont
7125;5133;2589;130815;Aval
7126;5134;2589;130900;Amont
7127;5135;2590;131226;Aval
7128;5136;2590;131287;Amont
7129;5137;2591;131371;Aval
7130;5138;2591;131432;Amont
7131;5139;2592;131817;Aval
7132;5140;2592;131970;Amont
7133;5141;2593;131978;Aval
7134;5142;2593;132039;Amont
7135;5143;2594;132040;Aval
7136;5144;2594;132107;Amont
7137;5145;2595;132245;Aval
7138;5146;2595;132321;Amont
7139;5147;2596;133908;Aval
7140;5148;2596;134047;Amont
7141;5149;2597;133914;Aval
7142;5150;2597;134007;Amont
7143;5151;2598;134292;Aval
7144;5152;2598;134395;Amont
7145;5153;2599;134416;Aval
7146;5154;2599;134496;Amont
7147;5155;2600;138320;Aval
7148;5156;2600;138479;Amont
7149;5157;2601;143684;Aval
7150;5158;2601;143815;Amont
7151;5159;2602;143855;Aval
7152;5160;2602;143986;Amont
7153;5161;2603;151942;Aval
7154;5162;2603;152078;Amont
7155;5163;2604;152028;Aval
7156;5164;2604;152108;Amont
7157;5165;2605;152115;Aval
7158;5166;2605;152183;Amont
7159;5167;2606;153133;Aval
7160;5168;2606;153350;Amont
7161;5169;2607;153220;Aval
7162;5170;2607;153350;Amont
7163;5171;2608;153365;Aval
7164;5172;2608;153530;Amont
7165;5173;2609;153660;Aval
7166;5174;2609;153795;Amont
7167;5175;2610;157600;Aval
7168;5176;2610;157706;Amont
7169;5177;2611;162036;Aval
7170;5178;2611;162167;Amont
7171;5179;2612;162400;Aval
7172;5180;2612;162532;Amont
7173;5181;2613;169520;Aval
7174;5182;2613;169565;Amont
7175;5183;2614;170170;Aval
7176;5184;2614;170240;Amont
7177;5185;2615;171230;Aval
7178;5186;2615;171361;Amont
7179;5187;2616;171380;Aval
7180;5188;2616;171512;Amont
7181;5189;2617;179965;Aval
7182;5190;2617;180045;Amont
7183;5191;2618;181040;Aval
7184;5192;2618;181140;Amont
7185;5193;2619;181180;Aval
7186;5194;2619;181350;Amont
7187;5195;2620;181100;Aval
7188;5196;2620;181338;Amont
7189;5197;2621;189000;Aval
7190;5198;2621;189067;Amont
7191;5199;2622;200816;Aval
7192;5200;2622;200894;Amont
7193;5201;2623;214893;Aval
7194;5202;2623;215166;Amont
7195;5203;2624;214891;Aval
7196;5204;2624;215000;Amont
7197;5205;2625;215211;Aval
7198;5206;2625;215276;Amont
7199;5207;2626;215475;Aval
7200;5208;2626;215545;Amont
7201;5209;2627;215835;Aval
7202;5210;2627;215910;Amont
7203;5211;2628;215860;Aval
7204;5212;2628;215935;Amont
7205;5213;2629;215775;Aval
7206;5214;2629;215935;Amont
7207;5215;2630;216035;Aval
7208;5216;2630;216075;Amont
7209;5217;2631;216215;Aval
7210;5218;2631;216265;Amont
7211;5219;2632;216360;Aval
7212;5220;2632;216415;Amont
7213;5221;2633;216735;Aval
7214;5222;2633;216890;Amont
7215;5223;2634;219270;Aval
7216;5224;2634;219400;Amont
7217;5225;2635;219420;Aval
7218;5226;2635;219460;Amont
7219;5227;2636;223619;Aval
7220;5228;2636;223681;Amont
7221;5229;2637;224686;Aval
7222;5230;2637;224757;Amont
7223;5231;2638;227409;Aval
7224;5232;2638;227456;Amont
7225;5233;2639;228005;Aval
7226;5234;2639;228080;Amont
7227;5235;2640;228868;Aval
7228;5236;2640;228928;Amont
7229;5237;2641;234192;Aval
7230;5238;2641;234235;Amont
7231;5239;2642;236752;Aval
7232;5240;2642;236814;Amont
7233;5241;2643;237043;Aval
7234;5242;2643;237085;Amont
7235;5243;2644;237267;Aval
7236;5244;2644;237355;Amont
7237;5245;2645;237380;Aval
7238;5246;2645;237537;Amont
7239;5247;2646;237417;Aval
7240;5248;2646;237530;Amont
7241;5249;2647;238136;Aval
7242;5250;2647;238174;Amont
7243;5251;2648;238410;Aval
7244;5252;2648;238485;Amont
7245;5253;2649;216545;Aval
7246;5254;2649;216890;Amont
7247;5255;2650;132500;Aval
7248;5256;2650;134046;Amont
7249;5257;2651;216480;Aval
7250;5258;2651;216775;Amont
7251;5259;2652;216775;Aval
7252;5260;2652;217620;Amont
7253;5261;2653;132384;Aval
7254;5262;2653;132835;Amont
7255;5263;2654;180260;Aval
7256;5264;2654;181350;Amont
7257;5265;2655;132835;Aval
7258;5266;2655;133568;Amont
7259;5267;2656;152130;Aval
7260;5268;2656;153223;Amont
7261;5269;2657;180477;Aval
7262;5270;2657;181552;Amont
7263;5271;2658;133568;Aval
7264;5272;2658;133914;Amont
7265;5273;2659;132624;Aval
7266;5274;2659;133689;Amont
7267;5275;2660;133300;Aval
7268;5276;2660;134046;Amont
7269;5277;2661;215050;Aval
7270;5278;2661;215800;Amont
7271;5279;2662;215000;Aval
7272;5280;2662;215775;Amont
7273;5281;2663;152251;Aval
7274;5282;2663;152806;Amont
7275;5283;2664;216245;Aval
7276;5284;2664;217340;Amont
7277;5285;2665;217620;Aval
7278;5286;2665;219395;Amont
7279;5287;2666;151762;Aval
7280;5288;2666;152141;Amont
7281;5289;2667;217340;Aval
7282;5290;2667;220500;Amont
7283;5291;8961;134288;Aval
7284;5292;8961;134392;Amont
7285;5293;9393;214905;Aval
7286;5294;9393;215166;Amont
7287;5295;9396;215180;Aval
7288;5296;9396;215249;Amont
7289;5297;9397;215325;Aval
7290;5298;9397;215377;Amont
7291;5299;9398;215940;Aval
7292;5300;9398;215990;Amont
7293;5301;9405;219485;Aval
7294;5302;9405;219505;Amont
7295;5303;9406;226520;Aval
7296;5304;9406;226571;Amont
7297;5305;9413;233730;Aval
7298;5306;9413;233780;Amont
7299;5307;9420;237355;Aval
7300;5308;9420;237535;Amont
7301;5309;218;0;Aval
7302;5310;218;22193;Amont
7303;5311;1333;76179;Aval
7304;5312;1333;77740;Amont
7305;5313;2668;76179;Aval
7306;5314;2668;76259;Amont
7307;5315;219;76189;Aval
7308;5316;219;77316;Amont
7309;5317;1334;76189;Aval
7310;5318;1334;78535;Amont
7311;5319;8957;71719;Aval
7312;5320;8957;73080;Amont
7313;5321;220;225001;Aval
7314;5322;220;233100;Amont
7315;5323;221;224880;Aval
7316;5324;221;233085;Amont
7317;5325;222;81708;Aval
7318;5326;222;82687;Amont
7319;5327;223;81708;Aval
7320;5328;223;82687;Amont
7321;5329;2669;84430;Aval
7322;5330;2669;84490;Amont
7323;5331;9013;84430;Aval
7324;5332;9013;86300;Amont
7325;5333;224;181278;Aval
7326;5334;224;231409;Amont
7327;5335;225;181280;Aval
7328;5336;225;231437;Amont
7329;5337;2670;180220;Aval
7330;5338;2670;181280;Amont
7331;5339;2671;180230;Aval
7332;5340;2671;181278;Amont
7333;5341;2672;205097;Aval
7334;5342;2672;206173;Amont
7335;5343;2673;222880;Aval
7336;5344;2673;224034;Amont
7337;5345;2674;189800;Aval
7338;5346;2674;189845;Amont
7339;5347;2675;190544;Aval
7340;5348;2675;190577;Amont
7341;5349;2676;204395;Aval
7342;5350;2676;204522;Amont
7343;5351;2677;205067;Aval
7344;5352;2677;205097;Amont
7345;5353;2678;206173;Aval
7346;5354;2678;206208;Amont
7347;5355;2679;220475;Aval
7348;5356;2679;220521;Amont
7349;5357;2680;222740;Aval
7350;5358;2680;222880;Amont
7351;5359;2681;223030;Aval
7352;5360;2681;223075;Amont
7353;5361;2682;223800;Aval
7354;5362;2682;223923;Amont
7355;5363;2683;230541;Aval
7356;5364;2683;230648;Amont
7357;5365;2684;230536;Aval
7358;5366;2684;230648;Amont
7359;5367;2685;230813;Aval
7360;5368;2685;230875;Amont
7361;5369;2686;230876;Aval
7362;5370;2686;230973;Amont
7363;5371;2687;230874;Aval
7364;5372;2687;230923;Amont
7365;5373;2688;230993;Aval
7366;5374;2688;231054;Amont
7367;5375;226;0;Aval
7368;5376;226;1250;Amont
7369;5377;227;0;Aval
7370;5378;227;1240;Amont
7371;5379;228;48064;Aval
7372;5380;228;48600;Amont
7373;5381;229;68675;Aval
7374;5382;229;81589;Amont
7375;5383;2689;80659;Aval
7376;5384;2689;81589;Amont
7377;5385;2690;81050;Aval
7378;5386;2690;81105;Amont
7379;5387;9347;69725;Aval
7380;5388;9347;70542;Amont
7381;5389;230;223927;Aval
7382;5390;230;241680;Amont
7383;5391;231;223927;Aval
7384;5392;231;242658;Amont
7385;5393;2691;241903;Aval
7386;5394;2691;242605;Amont
7387;5395;2692;235045;Aval
7388;5396;2692;235090;Amont
7389;5397;2693;235814;Aval
7390;5398;2693;235860;Amont
7391;5399;2694;238248;Aval
7392;5400;2694;238295;Amont
7393;5401;2695;239155;Aval
7394;5402;2695;239235;Amont
7395;5403;232;48730;Aval
7396;5404;232;49814;Amont
7397;5405;233;243835;Aval
7398;5406;233;245285;Amont
7399;5407;234;34167;Aval
7400;5408;234;42950;Amont
7401;5409;235;218224;Aval
7402;5410;235;222605;Amont
7403;5411;2696;222605;Aval
7404;5412;2696;223881;Amont
7405;5413;2697;222605;Aval
7406;5414;2697;223816;Amont
7407;5415;2698;223881;Aval
7408;5416;2698;224047;Amont
7409;5417;2699;223816;Aval
7410;5418;2699;224096;Amont
7411;5419;2700;219142;Aval
7412;5420;2700;219610;Amont
7413;5421;9310;222811;Aval
7414;5422;9310;222851;Amont
7415;5423;9311;223777;Aval
7416;5424;9311;223816;Amont
7417;5425;9312;223837;Aval
7418;5426;9312;223881;Amont
7419;5427;236;118175;Aval
7420;5428;236;148760;Amont
7421;5429;237;170984;Aval
7422;5430;237;220064;Amont
7423;5431;238;220064;Aval
7424;5432;238;223948;Amont
7425;5433;239;220064;Aval
7426;5434;239;223965;Amont
7427;5435;2701;193793;Aval
7428;5436;2701;194900;Amont
7429;5437;2702;193878;Aval
7430;5438;2702;194719;Amont
7431;5439;2703;194173;Aval
7432;5440;2703;194672;Amont
7433;5441;2704;194238;Aval
7434;5442;2704;194835;Amont
7435;5443;2705;208133;Aval
7436;5444;2705;209091;Amont
7437;5445;2706;118720;Aval
7438;5446;2706;119570;Amont
7439;5447;2707;193960;Aval
7440;5448;2707;194049;Amont
7441;5449;2708;194064;Aval
7442;5450;2708;194435;Amont
7443;5451;2709;220726;Aval
7444;5452;2709;220770;Amont
7445;5453;2710;222974;Aval
7446;5454;2710;223061;Amont
7447;5455;2711;222953;Aval
7448;5456;2711;223012;Amont
7449;5457;2712;223700;Aval
7450;5458;2712;223768;Amont
7451;5459;9284;193742;Aval
7452;5460;9284;193878;Amont
7453;5461;242;0;Aval
7454;5462;242;107450;Amont
7455;5463;243;187;Aval
7456;5464;243;107409;Amont
7457;5465;2714;106665;Aval
7458;5466;2714;107515;Amont
7459;5467;2715;78240;Aval
7460;5468;2715;79025;Amont
7461;5469;2716;106666;Aval
7462;5470;2716;106966;Amont
7463;5471;2717;106720;Aval
7464;5472;2717;107500;Amont
7465;5473;2718;106754;Aval
7466;5474;2718;107120;Amont
7467;5475;2719;106595;Aval
7468;5476;2719;107160;Amont
7469;5477;2720;107160;Aval
7470;5478;2720;107552;Amont
7471;5479;2721;2020;Aval
7472;5480;2721;2075;Amont
7473;5481;2722;2080;Aval
7474;5482;2722;2155;Amont
7475;5483;2723;2376;Aval
7476;5484;2723;2640;Amont
7477;5485;2724;5520;Aval
7478;5486;2724;5584;Amont
7479;5487;2725;5602;Aval
7480;5488;2725;5660;Amont
7481;5489;2726;37330;Aval
7482;5490;2726;37500;Amont
7483;5491;2727;37483;Aval
7484;5492;2727;37530;Amont
7485;5493;2728;38504;Aval
7486;5494;2728;38551;Amont
7487;5495;2729;45952;Aval
7488;5496;2729;46014;Amont
7489;5497;2730;47392;Aval
7490;5498;2730;47454;Amont
7491;5499;2731;58572;Aval
7492;5500;2731;58613;Amont
7493;5501;2732;58719;Aval
7494;5502;2732;58746;Amont
7495;5503;2733;59737;Aval
7496;5504;2733;59765;Amont
7497;5505;2734;77955;Aval
7498;5506;2734;78010;Amont
7499;5507;2735;78000;Aval
7500;5508;2735;78140;Amont
7501;5509;2736;78153;Aval
7502;5510;2736;78240;Amont
7503;5511;2737;79025;Aval
7504;5512;2737;79044;Amont
7505;5513;2738;79256;Aval
7506;5514;2738;79340;Amont
7507;5515;2739;96964;Aval
