ID;NOEUD;VOIE;PK;TYPE
13837;11845;660;855;Aval
13838;11846;660;61950;Amont
13839;11847;661;-252;Aval
13840;11848;661;855;Amont
13841;11849;662;61950;Aval
13842;11850;662;64667;Amont
13843;11851;663;-211;Aval
13844;11852;663;855;Amont
13845;11853;664;61950;Aval
13846;11854;664;64532;Amont
13847;11855;5191;16974;Aval
13848;11856;5191;17871;Amont
13849;11857;5192;23875;Aval
13850;11858;5192;24735;Amont
13851;11859;5193;31030;Aval
13852;11860;5193;32041;Amont
13853;11861;5194;44012;Aval
13854;11862;5194;45095;Amont
13855;11863;5195;52575;Aval
13856;11864;5195;53465;Amont
13857;11865;665;53500;Aval
13858;11866;665;68656;Amont
13859;11867;666;577627;Aval
13860;11868;666;593865;Amont
13861;11869;5196;588317;Aval
13862;11870;5196;589030;Amont
13863;11871;5197;591812;Aval
13864;11872;5197;592608;Amont
13865;11873;667;2180;Aval
13866;11874;667;102018;Amont
13867;11875;668;921;Aval
13868;11876;668;2180;Amont
13869;11877;669;917;Aval
13870;11878;669;2180;Amont
13871;11879;5198;17047;Aval
13872;11880;5198;18015;Amont
