ID;NOM;TYPE;FREQUENCE;COMPENSATION;POINTS;PAS_REEL;ICC_MIN;N_FUITE_LONG_ARR;CALCUL_CONFORME;I_FUITE_MAX;DIAPHONIE_MAX
7761;z4310A;TVM430;2000;P_VARIABLE;4;63.66666;800;320;1;160;320
7762;z4310B;TVM430;2600;P_VARIABLE;2;36.3;800;320;1;160;320
7763;z7012A;TVM430;2000;P_VARIABLE;6;54.4;800;320;1;160;320
7764;z7012B;TVM430;2600;P_VARIABLE;6;84.6;800;320;1;160;320
7765;z7012C;TVM430;2000;P_VARIABLE;8;61.85714;800;320;1;160;320
7766;z7012D;TVM430;2600;P_VARIABLE;8;79.42857;800;320;1;160;320
7767;z7010A;TVM430;2000;P_VARIABLE;19;58.33333;800;320;1;160;320
7768;z7010B;TVM430;2600;P_VARIABLE;12;79.27272;800;320;1;160;320
7769;z7006;TVM430;2000;P_VARIABLE;12;58;800;320;1;160;320
7770;z5733A;TVM300;1700;P_VARIABLE;33;59.21875;500;200;1;100;200
7771;z5733B;TVM300;2300;P_VARIABLE;8;81.85714;500;200;1;100;200
7772;z5745A;TVM300;1700;P_VARIABLE;28;61;500;200;1;100;200
7773;z5745B;TVM300;2300;P_VARIABLE;6;87.6;500;200;1;100;200
7774;z5756A;TVM300;2600;P_VARIABLE;21;79.9;450;200;1;100;200
7775;z5756B;TVM300;2000;P_VARIABLE;7;61.5;500;200;1;100;200
7776;z5748A;TVM300;2600;P_VARIABLE;18;81.94117;450;200;1;100;200
7777;z5748B;TVM300;2000;P_VARIABLE;14;58.6923;500;200;1;100;200
7778;z5740A;TVM300;2600;P_VARIABLE;17;82.1875;450;200;1;100;200
7779;z5740B;TVM300;2000;P_VARIABLE;8;59.71428;500;200;1;100;200
7780;z5753;TVM300;1700;P_VARIABLE;33;60.03125;500;200;1;100;200
7781;z5803A;TVM300;2300;P_VARIABLE;15;77.85714;500;200;1;100;200
7782;z5803C;TVM300;2300;P_VARIABLE;12;80.0909;500;200;1;100;200
7783;z5809A;TVM300;1700;P_VARIABLE;19;60.27777;500;200;1;100;200
7784;z5809B;TVM300;2300;P_VARIABLE;15;79;500;200;1;100;200
7785;z5825A;TVM300;1700;P_VARIABLE;10;59.77777;500;200;1;100;200
7786;z5825C;TVM300;1700;P_VARIABLE;20;59.57894;500;200;1;100;200
7787;z5852A;TVM300;2000;P_VARIABLE;13;60.08333;500;200;1;100;200
7788;z5852B;TVM300;2600;P_VARIABLE;9;84;450;200;1;100;200
7789;z5852C;TVM300;2000;P_VARIABLE;8;61.57142;500;200;1;100;200
7790;z5826A;TVM300;2600;P_VARIABLE;11;77.2;450;200;1;100;200
7791;z5826B;TVM300;2000;P_VARIABLE;11;59.3;500;200;1;100;200
7792;z5826C;TVM300;2600;P_VARIABLE;4;70.33333;450;200;1;100;200
7793;z5818A;TVM300;2000;P_VARIABLE;11;58.6;500;200;1;100;200
7794;z5818C;TVM300;2000;P_VARIABLE;25;59.66666;500;200;1;100;200
7795;z5802A;TVM300;2600;P_VARIABLE;24;79.43478;450;200;1;100;200
7796;z5802B;TVM300;2000;P_VARIABLE;6;54.08;500;200;1;100;200
7797;z5853A;TVM300;2300;P_VARIABLE;15;80.35714;500;200;1;100;200
7798;z5853B;TVM300;1700;P_VARIABLE;20;60.15789;500;200;1;100;200
7799;z5903A;TVM300;2300;P_VARIABLE;9;84.75;500;200;1;100;200
7800;z5903B;TVM300;1700;P_VARIABLE;6;65.4;500;200;1;100;200
7801;z5903C;TVM300;2300;P_VARIABLE;5;76.75;500;200;1;100;200
7802;z5903D;TVM300;1700;P_VARIABLE;10;59;500;200;1;100;200
7803;z5933A;TVM300;2300;P_VARIABLE;14;78.76923;500;200;1;100;200
7804;z5933B;TVM300;1700;P_VARIABLE;18;61.52941;500;200;1;100;200
7805;z5941A;TVM300;2300;P_VARIABLE;5;83.5;500;200;1;100;200
7806;z5941B;TVM300;1700;P_VARIABLE;29;60.17857;500;200;1;100;200
7807;z5944A;TVM300;2600;P_VARIABLE;13;79.25;450;200;1;100;200
7808;z5944B;TVM300;2000;P_VARIABLE;17;60.625;500;200;1;100;200
7809;z5940A;TVM300;2600;P_VARIABLE;14;78.53846;450;200;1;100;200
7810;z5940B;TVM300;2000;P_VARIABLE;17;60.5;500;200;1;100;200
7811;z5932A;TVM300;2600;P_VARIABLE;10;78.66666;450;200;1;100;200
7812;z5932B;TVM300;2000;P_VARIABLE;10;58.44444;500;200;1;100;200
7813;z5932C;TVM300;2600;P_VARIABLE;7;80.5;450;200;1;100;200
7814;z5902A;TVM300;2000;P_VARIABLE;4;80;500;200;1;100;200
7815;z5902B;TVM300;2600;P_VARIABLE;20;80.31578;450;200;1;100;200
7816;z5945A;TVM300;2300;P_VARIABLE;8;80.42857;500;200;1;100;200
7817;z5945B;TVM300;1700;P_VARIABLE;23;60.5;500;200;1;100;200
7818;z5949A;TVM300;2300;P_VARIABLE;14;79.30769;500;200;1;100;200
7819;z5949B;TVM300;1700;P_VARIABLE;17;58.9375;500;200;1;100;200
7820;z5953A;TVM300;2300;P_VARIABLE;20;78.42105;500;200;1;100;200
7821;z5953B;TVM300;1700;P_VARIABLE;7;60.66666;500;200;1;100;200
7822;z5959A;TVM300;2300;P_VARIABLE;22;79.71428;500;200;1;100;200
7823;z5959B;TVM300;1700;P_VARIABLE;7;61.16666;500;200;1;100;200
7824;z5965A;TVM300;2300;P_VARIABLE;23;81.31818;500;200;1;100;200
7825;z5965B;TVM300;1700;P_VARIABLE;7;55.83333;500;200;1;100;200
7826;z5970A;TVM300;2000;P_VARIABLE;19;59;500;200;1;100;200
7827;z5970B;TVM300;2600;P_VARIABLE;14;80;450;200;1;100;200
7828;z5966A;TVM300;2000;P_VARIABLE;18;58.52941;500;200;1;100;200
7829;z5966B;TVM300;2600;P_VARIABLE;13;78.33333;450;200;1;100;200
7830;z5960A;TVM300;2000;P_VARIABLE;18;60.29411;500;200;1;100;200
7831;z5960B;TVM300;2600;P_VARIABLE;14;79;450;200;1;100;200
7832;z5956;TVM300;2000;P_VARIABLE;34;60.51515;500;200;1;100;200
7833;z5948A;TVM300;2600;P_VARIABLE;13;79.41666;450;200;1;100;200
7834;z5948B;TVM300;2000;P_VARIABLE;19;58.38888;500;200;1;100;200
7835;z5969A;TVM300;2300;P_VARIABLE;23;81.31818;500;200;1;100;200
7836;z5969B;TVM300;1700;P_VARIABLE;7;59.33333;500;200;1;100;200
7837;z5975;TVM300;2300;P_VARIABLE;26;78.96;500;200;1;100;200
7838;z5979A;TVM300;1700;P_VARIABLE;27;60.53846;500;200;1;100;200
7839;z5979B;TVM300;2300;P_VARIABLE;6;87.8;500;200;1;100;200
7840;z5983A;TVM300;1700;P_VARIABLE;16;60.4;500;200;1;100;200
7841;z5983B;TVM300;2300;P_VARIABLE;14;80.53846;500;200;1;100;200
7842;z5987A;TVM300;1700;P_VARIABLE;18;58.41176;500;200;1;100;200
7843;z5987B;TVM300;2300;P_VARIABLE;13;81.75;500;200;1;100;200
7844;z5991A;TVM300;1700;P_VARIABLE;19;59.38888;500;200;1;100;200
7845;z5992B;TVM300;2000;P_VARIABLE;19;59.38888;500;200;1;100;200
7846;z5988A;TVM300;2600;P_VARIABLE;13;81.75;450;200;1;100;200
7847;z5988B;TVM300;2000;P_VARIABLE;18;58.41176;500;200;1;100;200
7848;z5984A;TVM300;2600;P_VARIABLE;14;80.53846;450;200;1;100;200
7849;z5984B;TVM300;2000;P_VARIABLE;16;60.4;500;200;1;100;200
7850;z5980A;TVM300;2600;P_VARIABLE;6;87.8;450;200;1;100;200
7851;z5980B;TVM300;2000;P_VARIABLE;27;60.53846;500;200;1;100;200
7852;z5976A;TVM300;2600;P_VARIABLE;26;78.96;450;200;1;100;200
7853;z5976B;TVM300;2000;P_VARIABLE;5;53.75;500;200;1;100;200
7854;z5972;TVM300;2600;P_VARIABLE;25;80.41666;450;200;1;100;200
7855;z5991B;TVM300;2300;P_VARIABLE;13;76.91666;500;200;1;100;200
7856;z5995A;TVM300;1700;P_VARIABLE;17;60.4375;500;200;1;100;200
7857;z5995B;TVM300;2300;P_VARIABLE;13;79.08333;500;200;1;100;200
7858;z6003A;TVM300;1700;P_VARIABLE;23;60.18181;500;200;1;100;200
7860;z6003C;TVM300;1700;P_VARIABLE;5;64;500;200;1;100;200
7861;z6003D;TVM300;2300;P_VARIABLE;6;74.6;500;200;1;100;200
7862;z6025A;TVM300;1700;P_VARIABLE;5;62;500;200;1;100;200
7863;z6025B;TVM300;2300;P_VARIABLE;6;79.6;500;200;1;100;200
7864;z6025C;TVM300;1700;P_VARIABLE;24;79.28;500;200;1;100;200
7865;z6033A;TVM300;2300;P_VARIABLE;13;77.58333333;500;200;1;100;200
7866;z6033B;TVM300;1700;P_VARIABLE;17;61.0625;500;200;1;100;200
7867;z6044A;TVM300;2000;P_VARIABLE;26;59.36;500;200;1;100;200
7868;z6044B;TVM300;2600;P_VARIABLE;7;83.33333;450;200;1;100;200
7869;z6032A;TVM300;2000;P_VARIABLE;22;59.85714;500;200;1;100;200
7870;z6032B;TVM300;2600;P_VARIABLE;4;75.33333;450;200;1;100;200
7871;z6032C;TVM300;2000;P_VARIABLE;10;58.44444;500;200;1;100;200
7872;z6032D;TVM300;2600;P_VARIABLE;6;74.6;450;200;1;100;200
7873;z6014A;TVM300;2000;P_VARIABLE;10;59.33333;500;200;1;100;200
7874;z6014B;TVM300;2600;P_VARIABLE;4;75.33333;450;200;1;100;200
7875;z6014C;TVM300;2000;P_VARIABLE;21;60.9;500;200;1;100;200
7876;z6002A;TVM300;2600;P_VARIABLE;13;79.08333;450;200;1;100;200
7877;z6002B;TVM300;2000;P_VARIABLE;17;60.4375;500;200;1;100;200
7878;z5992A;TVM300;2600;P_VARIABLE;13;76.91666;450;200;1;100;200
7880;z6019;TVM300;2300;P_VARIABLE;11;76.6;500;200;1;100;200
7881;z6027B;TVM300;2300;P_VARIABLE;1;0;500;200;1;100;200
7882;z6041A;TVM300;2300;P_VARIABLE;15;78.42857;500;200;1;100;200
7883;z6041B;TVM300;1700;P_VARIABLE;20;58.78947;500;200;1;100;200
7884;z6049;TVM300;2300;P_VARIABLE;24;79.95652;500;200;1;100;200
7885;z6053A;TVM300;1700;P_VARIABLE;22;59.85714;500;200;1;100;200
7886;z6053B;TVM300;2300;P_VARIABLE;9;80.25;500;200;1;100;200
7887;z6057A;TVM300;1700;P_VARIABLE;17;59.5;500;200;1;100;200
7888;z6057B;TVM300;2300;P_VARIABLE;14;79.84615;500;200;1;100;200
7889;z6061A;TVM300;1700;P_VARIABLE;17;60.75;500;200;1;100;200
7890;z6061B;TVM300;2300;P_VARIABLE;13;79.5;500;200;1;100;200
7891;z6065A;TVM300;1700;P_VARIABLE;21;61.45;500;200;1;100;200
7892;z6068B;TVM300;2000;P_VARIABLE;21;61.45;500;200;1;100;200
7893;z6064A;TVM300;2600;P_VARIABLE;14;81.46153;450;200;1;100;200
7894;z6064B;TVM300;2000;P_VARIABLE;19;59.61111;500;200;1;100;200
7895;z6060A;TVM300;2600;P_VARIABLE;24;81.26086;450;200;1;100;200
7896;z6060B;TVM300;2000;P_VARIABLE;5;54.25;500;200;1;100;200
7897;z6056;TVM300;2600;P_VARIABLE;25;80.41666;450;200;1;100;200
7898;z6052A;TVM300;2000;P_VARIABLE;5;54;500;200;1;100;200
7899;z6052B;TVM300;2600;P_VARIABLE;23;78.81818;450;200;1;100;200
7900;z6048A;TVM300;2000;P_VARIABLE;4;64.33333;500;200;1;100;200
7901;z6048B;TVM300;2600;P_VARIABLE;20;79.8421;450;200;1;100;200
7902;z6065B;TVM300;2300;P_VARIABLE;12;80.72727;500;200;1;100;200
7903;z6071A;TVM300;1700;P_VARIABLE;21;60.9;500;200;1;100;200
7904;z6068A;TVM300;2600;P_VARIABLE;9;84;450;200;1;100;200
7905;z6074B;TVM300;2000;P_VARIABLE;11;58.5;500;200;1;100;200
7906;z6103A;TVM300;1700;P_VARIABLE;6;58.2;500;200;1;100;200
7907;z6103B;TVM300;2300;P_VARIABLE;17;82.125;500;200;1;100;200
7908;z6103C;TVM300;1700;P_VARIABLE;5;66;500;200;1;100;200
7909;z6133A;TVM300;2300;P_VARIABLE;10;83.77777;500;200;1;100;200
7910;z6133B;TVM300;1700;P_VARIABLE;21;59.25;500;200;1;100;200
7911;z6141A;TVM300;2300;P_VARIABLE;14;81.46153;500;200;1;100;200
7912;z6141B;TVM300;1700;P_VARIABLE;15;59.42857;500;200;1;100;200
7913;z6132D;TVM300;2600;P_VARIABLE;11;81.8;450;200;1;100;200
7914;z6132C;TVM300;2000;P_VARIABLE;4;57.66666;500;200;1;100;200
7915;z6132B;TVM300;2600;P_VARIABLE;8;85.57142;450;200;1;100;200
7916;z6132A;TVM300;2000;P_VARIABLE;12;58;500;200;1;100;200
7917;z6202B;TVM300;2600;P_VARIABLE;13;83;450;200;1;100;200
7918;z6202A;TVM300;2000;P_VARIABLE;19;60.11111;500;200;1;100;200
7919;z1850A;TVM430;2000;P_VARIABLE;11;60.8;800;320;1;160;320
7920;z1850B;TVM430;2600;P_VARIABLE;2;46;800;320;1;160;320
7921;z6136;TVM430;2000;P_VARIABLE;5;60.25;800;320;1;160;320
7922;z6151;TVM300;2300;P_VARIABLE;24;80.69565;500;200;1;100;200
7923;z6203A;TVM300;1700;P_VARIABLE;11;62.1;500;200;1;100;200
7924;z6203B;TVM300;2300;P_VARIABLE;4;75.33333;500;200;1;100;200
7925;z6203C;TVM300;1700;P_VARIABLE;9;56.875;500;200;1;100;200
7926;z6203D;TVM300;2300;P_VARIABLE;10;79.22222;500;200;1;100;200
7927;z6233;TVM300;1700;P_VARIABLE;33;60.40625;500;200;1;100;200
7928;z6240A;TVM300;2600;P_VARIABLE;17;79.1875;450;200;1;100;200
7929;z6240B;TVM300;2000;P_VARIABLE;22;61.23809;500;200;1;100;200
7930;z6232A;TVM300;2600;P_VARIABLE;17;80.0625;450;200;1;100;200
7931;z6232B;TVM300;2000;P_VARIABLE;4;56.66666;500;200;1;100;200
7932;z6232C;TVM300;2600;P_VARIABLE;6;80.4;450;200;1;100;200
7933;z6232D;TVM300;2000;P_VARIABLE;6;59.2;500;200;1;100;200
7934;z6214A;TVM300;2600;P_VARIABLE;6;88;450;200;1;100;200
7935;z6214B;TVM300;2000;P_VARIABLE;5;58.25;500;200;1;100;200
7936;z6214C;TVM300;2600;P_VARIABLE;23;79.5;450;200;1;100;200
7937;z6237E;TVM430;1700;P_VARIABLE;7;56.83333;800;320;1;160;320
7938;z6237D;TVM430;2300;P_VARIABLE;2;36.3;800;320;1;160;320
7939;z6237C;TVM430;1700;P_VARIABLE;15;61.57142;800;320;1;160;320
7940;z6237B;TVM430;2300;P_VARIABLE;8;75.42857;800;320;1;160;320
7941;z6237A;TVM430;1700;P_VARIABLE;10;59.88888;800;320;1;160;320
7942;z6203E;TVM430;2300;P_VARIABLE;11;79.9;800;320;1;160;320
7943;z6241A;TVM300;2300;P_VARIABLE;8;82.42857;500;200;1;100;200
7944;z6241B;TVM300;1700;P_VARIABLE;20;60.68421;500;200;1;100;200
7945;z6243A;TVM300;2300;P_VARIABLE;14;79.92307;500;200;1;100;200
7946;z6243B;TVM300;1700;P_VARIABLE;21;60.25;500;200;1;100;200
7947;z6243C;TVM300;2300;P_VARIABLE;8;81.14285;500;200;1;100;200
7948;z6249A;TVM300;1700;P_VARIABLE;17;58.5625;500;200;1;100;200
7949;z6249B;TVM300;2300;P_VARIABLE;14;80.15384;500;200;1;100;200
7950;z6255;TVM300;1700;P_VARIABLE;31;59;500;200;1;100;200
7951;z6261A;TVM300;2300;P_VARIABLE;22;80.61904;500;200;1;100;200
7952;z6261B;TVM300;1700;P_VARIABLE;4;62.66666;500;200;1;100;200
7953;z6264A;TVM300;2600;P_VARIABLE;13;82;450;200;1;100;200
7954;z6264B;TVM300;2000;P_VARIABLE;18;61.52941;500;200;1;100;200
7955;z6264C;TVM300;2600;P_VARIABLE;12;81.45454;450;200;1;100;200
7956;z6258A;TVM300;2000;P_VARIABLE;22;58.90476;500;200;1;100;200
7957;z6258B;TVM300;2600;P_VARIABLE;17;80.1875;450;200;1;100;200
7958;z6252;TVM300;2000;P_VARIABLE;29;60.96428;500;200;1;100;200
7959;z6248A;TVM300;2600;P_VARIABLE;15;77.92857;450;200;1;100;200
7960;z6248B;TVM300;2000;P_VARIABLE;19;59.55555;500;200;1;100;200
7961;z6265A;TVM300;2300;P_VARIABLE;23;80;500;200;1;100;200
7962;z6265B;TVM300;1700;P_VARIABLE;6;55;500;200;1;100;200
7963;z6303A;TVM300;2300;P_VARIABLE;14;80.15384;500;200;1;100;200
7964;z6303B;TVM300;1700;P_VARIABLE;5;61.5;500;200;1;100;200
7965;z6303C;TVM300;2300;P_VARIABLE;8;80.71428;500;200;1;100;200
7966;z6303D;TVM300;1700;P_VARIABLE;7;64.66666;500;200;1;100;200
7967;z6325A;TVM300;2300;P_VARIABLE;8;84.85714;500;200;1;100;200
7968;z6325B;TVM300;1700;P_VARIABLE;5;61.5;500;200;1;100;200
7969;z6325C;TVM300;2300;P_VARIABLE;12;79.0909;500;200;1;100;200
7970;z6325D;TVM300;1700;P_VARIABLE;8;58.57142;500;200;1;100;200
7971;z6341A;TVM300;2300;P_VARIABLE;18;80.52941;500;200;1;100;200
7972;z6341B;TVM300;1700;P_VARIABLE;19;59.55555;500;200;1;100;200
7973;z6344A;TVM300;2600;P_VARIABLE;3;43;450;200;1;100;200
7974;z6344B;TVM300;2000;P_VARIABLE;13;61.5;500;200;1;100;200
7975;z6344C;TVM300;2600;P_VARIABLE;10;81.66666;450;200;1;100;200
7976;z6340A;TVM300;2000;P_VARIABLE;16;59.73333;500;200;1;100;200
7977;z6340B;TVM300;2600;P_VARIABLE;9;85;450;200;1;100;200
7978;z6332A;TVM300;2000;P_VARIABLE;18;61.23529;500;200;1;100;200
7979;z6332B;TVM300;2600;P_VARIABLE;7;83.16666;450;200;1;100;200
7980;z6332C;TVM300;2000;P_VARIABLE;5;66.25;500;200;1;100;200
7981;z6332D;TVM300;2600;P_VARIABLE;5;80;450;200;1;100;200
7982;z6314A;TVM300;2000;P_VARIABLE;5;56;500;200;1;100;200
7983;z6314B;TVM300;2600;P_VARIABLE;7;84;450;200;1;100;200
7984;z6314C;TVM300;2000;P_VARIABLE;25;60.16666;500;200;1;100;200
7985;z6302A;TVM300;2600;P_VARIABLE;11;80.7;450;200;1;100;200
7986;z6302B;TVM300;2000;P_VARIABLE;20;59.78947;500;200;1;100;200
7987;z6322;TVM300;2600;P_VARIABLE;8;84.14285;450;200;1;100;200
7988;z6312;TVM300;2000;P_VARIABLE;5;54.25;500;200;1;100;200
7989;z6326;TVM300;2600;P_VARIABLE;3;42.5;450;200;1;100;200
7990;z6345A;TVM300;2300;P_VARIABLE;16;78.2;500;200;1;100;200
7991;z6345B;TVM300;1700;P_VARIABLE;14;57.84615;500;200;1;100;200
7992;z6351A;TVM300;2300;P_VARIABLE;12;78.63636;500;200;1;100;200
7993;z6351B;TVM300;1700;P_VARIABLE;16;59.46666;500;200;1;100;200
7994;z6353A;TVM300;2300;P_VARIABLE;16;78.2;500;200;1;100;200
7995;z6353B;TVM300;1700;P_VARIABLE;11;62.2;500;200;1;100;200
7996;z6359A;TVM300;2300;P_VARIABLE;7;78.83333;500;200;1;100;200
7997;z6359B;TVM300;1700;P_VARIABLE;23;60.0909;500;200;1;100;200
7998;z6362A;TVM300;2600;P_VARIABLE;13;79.83333;450;200;1;100;200
7999;z6362B;TVM300;2000;P_VARIABLE;18;61.23529;500;200;1;100;200
8000;z6356A;TVM300;2600;P_VARIABLE;16;78.6;450;200;1;100;200
8001;z6356B;TVM300;2000;P_VARIABLE;13;60.58333;500;200;1;100;200
8002;z6350A;TVM300;2600;P_VARIABLE;18;80.05882;450;200;1;100;200
8003;z6350B;TVM300;2000;P_VARIABLE;13;60.75;500;200;1;100;200
8004;z6365A;TVM300;2300;P_VARIABLE;7;73.83333;500;200;1;100;200
8005;z6365B;TVM300;1700;P_VARIABLE;19;60.44444;500;200;1;100;200
8006;z6403A;TVM300;2300;P_VARIABLE;6;81.8;500;200;1;100;200
8007;z6403B;TVM300;1700;P_VARIABLE;6;63;500;200;1;100;200
8008;z6403C;TVM300;2300;P_VARIABLE;16;82.6;500;200;1;100;200
8009;z6433;TVM300;1700;P_VARIABLE;32;59.2258;500;200;1;100;200
8010;z6440A;TVM300;2600;P_VARIABLE;15;81.42857;450;200;1;100;200
8011;z6440B;TVM300;2000;P_VARIABLE;21;58.65;500;200;1;100;200
8012;z6432A;TVM300;2600;P_VARIABLE;22;81.23809;450;200;1;100;200
8013;z6432B;TVM300;2000;P_VARIABLE;7;58.83333;500;200;1;100;200
8014;z6432C;TVM300;2600;P_VARIABLE;4;87;450;200;1;100;200
8015;z6402A;TVM300;2000;P_VARIABLE;4;54.66666;500;200;1;100;200
8016;z6402B;TVM300;2600;P_VARIABLE;13;77.83333;450;200;1;100;200
8017;z6402C;TVM300;2000;P_VARIABLE;23;60.0909;500;200;1;100;200
8018;z6407A;TVM430;2300;P_VARIABLE;6;85.8;800;320;1;160;320
8019;z6407B;TVM430;1700;P_VARIABLE;11;59.3;800;320;1;160;320
8020;z6407C;TVM430;2300;P_VARIABLE;6;87.8;800;320;1;160;320
8021;z6407D;TVM430;1700;P_VARIABLE;5;67.25;800;320;1;160;320
8022;z6407E;TVM430;2300;P_VARIABLE;5;86.5;800;320;1;160;320
8023;z6411;TVM430;1700;P_VARIABLE;28;60.62962;800;320;1;160;320
8024;z6415;TVM430;2300;P_VARIABLE;7;84.16666;800;320;1;160;320
8025;z6432D;TVM430;2600;P_VARIABLE;7;81.83333;800;320;1;160;320
8026;z6410A;TVM430;2000;P_VARIABLE;29;59.28571;800;320;1;160;320
8027;z6410B;TVM430;2600;P_VARIABLE;6;84.4;800;320;1;160;320
8028;z6406A;TVM430;2000;P_VARIABLE;5;54.75;800;320;1;160;320
8029;z6406B;TVM430;2600;P_VARIABLE;6;87.8;800;320;1;160;320
8030;z6406C;TVM430;2000;P_VARIABLE;14;58.71;800;320;1;160;320
8031;z6441A;TVM300;2300;P_VARIABLE;13;78.25;500;200;1;100;200
8032;z6441B;TVM300;1700;P_VARIABLE;25;59.375;500;200;1;100;200
8033;z6445A;TVM300;2300;P_VARIABLE;9;81.125;500;200;1;100;200
8034;z6445B;TVM300;1700;P_VARIABLE;32;59.90322;500;200;1;100;200
8035;z6453A;TVM300;2300;P_VARIABLE;14;80.61538;500;200;1;100;200
8036;z6453B;TVM300;1700;P_VARIABLE;16;58.13333;500;200;1;100;200
8037;z6492A;TVM300;2000;P_VARIABLE;18;60.41176;500;200;1;100;200
8038;z6492B;TVM300;2600;P_VARIABLE;19;81.94444;450;200;1;100;200
8039;z6452;TVM300;2000;P_VARIABLE;32;59.45161;500;200;1;100;200
8040;z6448A;TVM300;2600;P_VARIABLE;14;79.23076;450;200;1;100;200
8041;z6448B;TVM300;2000;P_VARIABLE;19;58.77777;500;200;1;100;200
8042;z6493A;TVM300;2300;P_VARIABLE;7;74.33333;500;200;1;100;200
8043;z6493B;TVM300;1700;P_VARIABLE;29;59.14285;500;200;1;100;200
8044;z6503A;TVM300;2300;P_VARIABLE;6;82;500;200;1;100;200
8045;z6503B;TVM300;1700;P_VARIABLE;12;59.18181;500;200;1;100;200
8046;z6503C;TVM300;2300;P_VARIABLE;3;75;500;200;1;100;200
8047;z6503D;TVM300;1700;P_VARIABLE;10;58.66666;500;200;1;100;200
8048;z6503E;TVM300;2300;P_VARIABLE;6;80.8;500;200;1;100;200
8049;z6533;TVM300;1700;P_VARIABLE;34;60;500;200;1;100;200
8050;z6541A;TVM300;2300;P_VARIABLE;10;82.88888;500;200;1;100;200
8051;z6541B;TVM300;1700;P_VARIABLE;23;61;500;200;1;100;200
8052;z6548A;TVM300;2600;P_VARIABLE;9;76.625;450;200;1;100;200
8053;z6548B;TVM300;2000;P_VARIABLE;26;60.96;500;200;1;100;200
8054;z6540A;TVM300;2600;P_VARIABLE;7;76.66666;450;200;1;100;200
8055;z6540B;TVM300;2000;P_VARIABLE;33;60.5;500;200;1;100;200
8056;z6532A;TVM300;2600;P_VARIABLE;5;70.75;450;200;1;100;200
8057;z6532B;TVM300;2000;P_VARIABLE;6;65;500;200;1;100;200
8058;z6532C;TVM300;2600;P_VARIABLE;5;76.25;450;200;1;100;200
8059;z6532D;TVM300;2000;P_VARIABLE;13;59.5;500;200;1;100;200
8060;z6502A;TVM300;2600;P_VARIABLE;5;74.25;450;200;1;100;200
8061;z6502B;TVM300;2000;P_VARIABLE;15;61.78571;500;200;1;100;200
8062;z6502C;TVM300;2600;P_VARIABLE;12;77.18181;450;200;1;100;200
8063;z6545A;TVM300;2300;P_VARIABLE;18;80.17647;500;200;1;100;200
8064;z6545B;TVM300;1700;P_VARIABLE;7;56.33333;500;200;1;100;200
8065;z6551A;TVM300;2300;P_VARIABLE;12;80.36363;500;200;1;100;200
8066;z6551B;TVM300;1700;P_VARIABLE;20;59.52631;500;200;1;100;200
8067;z6555A;TVM300;2300;P_VARIABLE;14;79.46153;500;200;1;100;200
8068;z6555B;TVM300;1700;P_VARIABLE;21;61.15;500;200;1;100;200
8069;z6554C;TVM300;2000;P_VARIABLE;18;60;500;200;1;100;200
8070;z6554B;TVM300;2600;P_VARIABLE;15;80;450;200;1;100;200
8071;z6554A;TVM300;2000;P_VARIABLE;4;70.33333;500;200;1;100;200
8072;z6558B;TVM300;2600;P_VARIABLE;7;76.66666;450;200;1;100;200
8073;z6558A;TVM300;2000;P_VARIABLE;28;60.14814;500;200;1;100;200
8074;z6562B;TVM300;2600;P_VARIABLE;5;77.5;450;200;1;100;200
8075;z6562A;TVM300;2000;P_VARIABLE;24;60.56521;500;200;1;100;200
8076;z6559A;TVM300;2300;P_VARIABLE;14;81.07692;500;200;1;100;200
8077;z6559B;TVM300;1700;P_VARIABLE;19;58.88888;500;200;1;100;200
8078;z6565A;TVM300;2300;P_VARIABLE;14;81.46153;500;200;1;100;200
8079;z6565B;TVM300;1700;P_VARIABLE;18;61.17647;500;200;1;100;200
8080;z6565C;TVM300;2300;P_VARIABLE;5;83;500;200;1;100;200
8081;z6573A;TVM300;1700;P_VARIABLE;17;59.25;500;200;1;100;200
8082;z6573B;TVM300;2300;P_VARIABLE;14;80.53846;500;200;1;100;200
8083;z6579A;TVM300;1700;P_VARIABLE;17;60;500;200;1;100;200
8084;z6579B;TVM300;2300;P_VARIABLE;13;78.16666;500;200;1;100;200
8085;z6579C;TVM300;1700;P_VARIABLE;6;62.6;500;200;1;100;200
8086;z6568B;TVM300;2600;P_VARIABLE;13;79.5;450;200;1;100;200
8087;z6568A;TVM300;2000;P_VARIABLE;24;60.26086;500;200;1;100;200
8088;z6576B;TVM300;2600;P_VARIABLE;13;82.16666;450;200;1;100;200
8089;z6576A;TVM300;2000;P_VARIABLE;14;58.46153;500;200;1;100;200
8090;z6582B;TVM300;2600;P_VARIABLE;19;79.77777;450;200;1;100;200
8091;z6582A;TVM300;2000;P_VARIABLE;12;62.0909;500;200;1;100;200
8092;z6586;TVM300;2600;P_VARIABLE;24;80.47826;450;200;1;100;200
8093;z6589A;TVM300;2300;P_VARIABLE;21;79.85;500;200;1;100;200
8094;z6589B;TVM300;1700;P_VARIABLE;5;57;500;200;1;100;200
8095;z6603A;TVM300;2300;P_VARIABLE;18;80.11764;500;200;1;100;200
8097;z6603C;TVM300;2300;P_VARIABLE;4;67.66666;500;200;1;100;200
8098;z6603D;TVM300;1700;P_VARIABLE;4;55.33333;500;200;1;100;200
8099;z6625A;TVM300;2300;P_VARIABLE;4;89;500;200;1;100;200
